date,target_level_max,hermann_level,grafton_level,daily_precip,daily_temp_avg,daily_humidity,daily_wind,soil_deep_30d
2019-03-02,21.11,13.03,16.44,0.0,1.1375,70.08333333333333,10.658333333333331,0.4054492476851852
2019-03-03,19.63,11.33,15.82,4.4,-4.275,61.833333333333336,18.558333333333334,0.4053222800925926
2019-03-04,17.81,10.05,15.13,0.0,-11.25,51.0,14.55,0.4052131365740741
2019-03-05,14.89,10.47,14.32,0.0,-7.745833333333334,52.583333333333336,15.620833333333332,0.4051280092592592
2019-03-06,11.18,11.22,16.3,0.0,-3.716666666666667,41.79166666666666,8.658333333333333,0.4050475694444444
2019-03-07,12.16,11.79,16.54,0.9,1.2666666666666666,48.708333333333336,11.2625,0.4049634259259259
2019-03-08,14.15,10.64,16.78,1.1,3.658333333333333,75.54166666666667,9.875,0.4048443287037037
2019-03-09,15.58,9.72,16.27,34.4,7.8125,85.70833333333333,23.129166666666663,0.4046864004629629
2019-03-10,19.79,14.0,17.31,0.0,4.141666666666667,64.45833333333333,14.583333333333334,0.4042564814814814
2019-03-11,21.52,15.73,17.44,0.0,2.7916666666666665,61.333333333333336,6.370833333333334,0.4035746527777777
2019-03-12,23.88,19.53,17.69,6.300000000000001,5.270833333333333,63.79166666666666,14.258333333333333,0.4029078125
2019-03-13,26.11,21.04,18.33,27.9,13.8625,80.29166666666667,21.65833333333333,0.4021234953703703
2019-03-14,28.26,22.58,19.46,1.8,13.583333333333334,63.333333333333336,28.879166666666663,0.4013184606481481
2019-03-15,28.88,23.12,20.27,0.0,5.970833333333334,53.5,21.03333333333333,0.4006177083333333
2019-03-16,30.27,25.02,20.86,0.0,4.858333333333333,55.5,8.9625,0.3999862847222222
2019-03-17,31.1,25.44,21.49,0.2,5.879166666666666,59.083333333333336,13.054166666666667,0.3993272569444444
2019-03-18,31.44,25.14,22.02,0.0,4.879166666666666,62.16666666666666,6.433333333333334,0.3986995949074074
2019-03-19,31.84,24.8,22.68,0.0,6.9875,53.625,11.0625,0.3980880208333333
2019-03-20,32.31,24.44,23.57,2.7,9.2625,66.58333333333333,15.6,0.3974920138888889
2019-03-21,32.56,23.83,24.4,0.0,7.366666666666667,65.54166666666667,14.7375,0.3968236111111111
2019-03-22,32.88,23.56,24.96,0.0,8.5625,62.0,12.091666666666669,0.3959949074074074
2019-03-23,33.18,23.48,25.31,2.2,8.304166666666667,63.458333333333336,10.833333333333334,0.3951346064814815
2019-03-24,33.6,23.81,25.57,9.4,12.145833333333334,81.625,11.116666666666667,0.3942246527777778
2019-03-25,33.97,24.25,25.85,0.2,9.7125,73.79166666666667,16.8,0.3932743055555556
2019-03-26,34.31,24.98,26.09,0.0,5.854166666666667,54.75,7.383333333333333,0.3922612847222222
2019-03-27,34.79,25.51,26.31,0.0,9.25,51.625,13.15,0.391153125
2019-03-28,35.15,25.81,26.44,13.7,14.908333333333331,67.375,11.325,0.3899767361111111
2019-03-29,35.66,26.39,26.82,7.300000000000001,15.295833333333334,83.95833333333333,11.125,0.3887593171296297
2019-03-30,36.75,27.0,27.21,27.9,7.991666666666667,83.95833333333333,20.4875,0.387568287037037
2019-03-31,37.45,28.44,27.99,0.0,2.833333333333333,51.75,12.954166666666666,0.3868304398148148
